Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,CO2 Emissions(g/km),vehicle_key,demand_target,revenue_target
CHEVROLET,EXPRESS 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,E,344,VAN - CARGO_E_A4_performance,833,40858650.0
CHEVROLET,EXPRESS 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,X,380,VAN - CARGO_X_A4_performance,1016,49834800.0
CHEVROLET,EXPRESS 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,E,362,VAN - CARGO_E_A4_performance,822,40319100.0
CHEVROLET,EXPRESS 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,X,380,VAN - PASSENGER_X_A4_performance,1186,58173300.0
CHEVROLET,EXPRESS 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,E,344,VAN - PASSENGER_E_A4_performance,1691,82943550.0
CHEVROLET,EXPRESS 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,380,VAN - PASSENGER_X_A4_performance,699,34285950.0
CHEVROLET,EXPRESS 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,E,362,VAN - PASSENGER_E_A4_performance,1194,58565700.0
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,414,VAN - PASSENGER_X_A6_xlarge,620,29016000.0
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,432,VAN - PASSENGER_X_A6_performance,625,32625000.0
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,E,411,VAN - PASSENGER_E_A6_performance,971,50686200.0
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,419,VAN - PASSENGER_X_A6_xlarge,1008,47174400.0
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,435,VAN - PASSENGER_X_A6_performance,454,23698800.0
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,E,413,VAN - PASSENGER_E_A6_performance,510,26622000.0
CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,X,221,FULL-SIZE_X_AS6_medium,3068,137599800.0
CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,X,244,FULL-SIZE_X_AS6_xlarge,2332,120331200.0
CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,E,229,FULL-SIZE_E_AS6_xlarge,2147,110785200.0
CHEVROLET,IMPALA ECO,FULL-SIZE,2.4,4,AS6,X,200,FULL-SIZE_X_AS6_medium,3068,136219200.0
CHEVROLET,MALIBU,MID-SIZE,2.0,4,AS6,Z,228,MID-SIZE_Z_AS6_medium,3322,113280200.0
CHEVROLET,MALIBU,MID-SIZE,2.5,4,AS6,X,184,MID-SIZE_X_AS6_medium,4613,151537050.0
CHEVROLET,ORLANDO,SUV - SMALL,2.4,4,AS6,X,244,SUV - SMALL_X_AS6_medium,3889,126003600.0
CHEVROLET,ORLANDO,SUV - SMALL,2.4,4,M6,X,235,SUV - SMALL_X_M6_medium,3307,107146800.0
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,X,271,PICKUP TRUCK - STANDARD_X_A6_xlarge,2349,100419750.0
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,E,269,PICKUP TRUCK - STANDARD_E_A6_xlarge,1687,72119250.0
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,292,PICKUP TRUCK - STANDARD_X_A6_performance,2147,105310350.0
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,E,270,PICKUP TRUCK - STANDARD_E_A6_performance,1473,72250650.0
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,324,PICKUP TRUCK - STANDARD_Z_A6_performance,1412,79919200.0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,290,PICKUP TRUCK - STANDARD_X_A6_xlarge,2295,98111250.0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,E,285,PICKUP TRUCK - STANDARD_E_A6_xlarge,1979,84602250.0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,299,PICKUP TRUCK - STANDARD_X_A6_performance,1585,77744250.0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,277,PICKUP TRUCK - STANDARD_E_A6_performance,1548,75929400.0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,329,PICKUP TRUCK - STANDARD_Z_A6_performance,1290,73014000.0
CHEVROLET,SONIC,COMPACT,1.4,4,AS6,X,184,COMPACT_X_AS6_small,4521,126135900.0
CHEVROLET,SONIC,COMPACT,1.4,4,M6,X,173,COMPACT_X_M6_small,5232,145972800.0
CHEVROLET,SONIC,COMPACT,1.8,4,AS6,X,191,COMPACT_X_AS6_medium,4632,137570400.0
CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,182,COMPACT_X_M5_medium,4302,127769400.0
CHEVROLET,SONIC RS,COMPACT,1.4,4,AS6,X,191,COMPACT_X_AS6_small,4847,135231300.0
CHEVROLET,SONIC RS,COMPACT,1.4,4,M6,X,184,COMPACT_X_M6_small,5215,145498500.0
CHEVROLET,SONIC 5,MID-SIZE,1.4,4,AS6,X,184,MID-SIZE_X_AS6_small,4553,127028700.0
CHEVROLET,SONIC 5,MID-SIZE,1.4,4,M6,X,172,MID-SIZE_X_M6_small,4020,112158000.0
CHEVROLET,SONIC 5,MID-SIZE,1.8,4,AS6,X,191,MID-SIZE_X_AS6_medium,4033,119780100.0
CHEVROLET,SONIC 5,MID-SIZE,1.8,4,M5,X,182,MID-SIZE_X_M5_medium,4550,135135000.0
CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,AS6,X,191,MID-SIZE_X_AS6_small,4056,113162400.0
CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,M6,X,184,MID-SIZE_X_M6_small,4405,122899500.0
CHEVROLET,SPARK,SUBCOMPACT,1.2,4,AV,X,159,SUBCOMPACT_X_AV_small,4541,122607000.0
CHEVROLET,SPARK,SUBCOMPACT,1.2,4,M5,X,159,SUBCOMPACT_X_M5_small,4115,111105000.0
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,317,SUV - STANDARD_X_A6_performance,1883,114957150.0
CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,E,294,SUV - STANDARD_E_A6_performance,848,51770400.0
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,317,SUV - STANDARD_X_A6_performance,1642,100244100.0
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,E,294,SUV - STANDARD_E_A6_performance,1595,97374750.0
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,317,SUV - STANDARD_X_A6_performance,1586,96825300.0
CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,E,294,SUV - STANDARD_E_A6_performance,2066,126129300.0
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,X,317,SUV - STANDARD_X_A6_performance,1541,94078050.0
CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,E,294,SUV - STANDARD_E_A6_performance,1548,94505400.0
CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,X,283,SUV - STANDARD_X_A6_xlarge,2546,131373600.0
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,X,290,SUV - STANDARD_X_A6_xlarge,2821,145563600.0
CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,X,193,SUV - SMALL_X_AS6_small,4048,112939200.0
CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,X,186,SUV - SMALL_X_M6_small,4762,132859800.0
CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4,AS6,X,207,SUV - SMALL_X_AS6_small,4281,119439900.0
CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,237,FULL-SIZE_X_A8_xlarge,2317,119557200.0
CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,A4,X,232,COMPACT_X_A4_medium,4124,133617600.0
CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,A6,X,246,COMPACT_X_A6_medium,3923,127105200.0
CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,A6,X,242,COMPACT_X_A6_xlarge,3419,135392400.0
CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,A6,E,230,COMPACT_E_A6_xlarge,2965,117414000.0
CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A4,X,225,MID-SIZE_X_A4_medium,3639,117903600.0
CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A6,X,230,MID-SIZE_X_A6_medium,3720,120528000.0
CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A6,X,242,MID-SIZE_X_A6_xlarge,3437,136105200.0
CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A6,E,230,MID-SIZE_E_A6_xlarge,3098,122680800.0
CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A5,X,294,FULL-SIZE_X_A5_performance,1484,93269400.0
CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,X,251,FULL-SIZE_X_A8_xlarge,3000,154800000.0
CHRYSLER,300 AWD (MDS),FULL-SIZE,5.7,8,A5,X,308,FULL-SIZE_X_A5_performance,1210,76048500.0
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,X,251,FULL-SIZE_X_A8_xlarge,2429,125336400.0
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,E,237,FULL-SIZE_E_A8_xlarge,2197,113365200.0
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,X,237,FULL-SIZE_X_A8_xlarge,2632,135811200.0
CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,E,222,FULL-SIZE_E_A8_xlarge,1975,101910000.0
CHRYSLER,300 SRT (MDS),FULL-SIZE,6.4,8,A5,Z,317,FULL-SIZE_Z_A5_performance,1356,94242000.0
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,X,276,MINIVAN_X_A6_xlarge,2363,93574800.0
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,E,269,MINIVAN_E_A6_xlarge,1883,74566800.0
DODGE,AVENGER,MID-SIZE,2.4,4,A4,X,225,MID-SIZE_X_A4_medium,3948,127915200.0
DODGE,AVENGER,MID-SIZE,2.4,4,A6,X,230,MID-SIZE_X_A6_medium,3781,122504400.0
DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,X,242,MID-SIZE_X_A6_xlarge,3098,122680800.0
DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,E,230,MID-SIZE_E_A6_xlarge,2926,115869600.0
DODGE,CHALLENGER,MID-SIZE,3.6,6,A5,X,258,MID-SIZE_X_A5_xlarge,3207,126997200.0
DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,X,301,MID-SIZE_X_M6_performance,2463,125243550.0
DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A5,X,294,MID-SIZE_X_A5_performance,2478,126006300.0
DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Z,320,MID-SIZE_Z_M6_performance,1590,91425000.0
DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A5,Z,317,MID-SIZE_Z_A5_performance,1682,96715000.0
DODGE,CHARGER,FULL-SIZE,3.6,6,A5,X,258,FULL-SIZE_X_A5_xlarge,2606,134469600.0
DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,237,FULL-SIZE_X_A8_xlarge,2714,140042400.0
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,X,294,FULL-SIZE_X_A5_performance,1788,112375800.0
DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,X,251,FULL-SIZE_X_A8_xlarge,2496,128793600.0
DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,X,308,FULL-SIZE_X_A5_performance,2018,126831300.0
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,251,FULL-SIZE_X_A8_xlarge,2319,119660400.0
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,E,237,FULL-SIZE_E_A8_xlarge,2186,112797600.0
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,X,258,FULL-SIZE_X_A5_xlarge,2369,122240400.0
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,E,251,FULL-SIZE_E_A5_xlarge,1919,99020400.0
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,X,235,FULL-SIZE_X_A8_xlarge,2850,147060000.0
DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,E,222,FULL-SIZE_E_A8_xlarge,2337,120589200.0
DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A5,Z,317,FULL-SIZE_Z_A5_performance,1611,111964500.0
DODGE,DART,MID-SIZE,2.0,4,M6,X,186,MID-SIZE_X_M6_medium,4484,137210400.0
DODGE,DART,MID-SIZE,2.4,4,A6,X,198,MID-SIZE_X_A6_medium,3978,128887200.0
DODGE,DART,MID-SIZE,2.4,4,M6,X,202,MID-SIZE_X_M6_medium,4108,133099200.0
DODGE,DART FFV,MID-SIZE,2.0,4,A6,X,198,MID-SIZE_X_A6_medium,3975,121635000.0
DODGE,DART FFV,MID-SIZE,2.0,4,A6,E,195,MID-SIZE_E_A6_medium,3344,102326400.0
DODGE,DART GT,MID-SIZE,2.4,4,A6,X,212,MID-SIZE_X_A6_medium,3817,123670800.0
DODGE,DART GT,MID-SIZE,2.4,4,M6,X,202,MID-SIZE_X_M6_medium,3962,128368800.0
DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM6,X,168,MID-SIZE_X_AM6_small,4584,127893600.0
DODGE,DART TURBO AERO,MID-SIZE,1.4,4,M6,X,168,MID-SIZE_X_M6_small,4231,118044900.0
DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,X,331,SUV - STANDARD_X_A8_performance,2246,141161100.0
DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,X,278,SUV - STANDARD_X_A8_xlarge,2300,118680000.0
DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,E,250,SUV - STANDARD_E_A8_xlarge,1908,98452800.0
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,X,271,MINIVAN_X_A6_xlarge,2812,111355200.0
DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,E,264,MINIVAN_E_A6_xlarge,2257,89377200.0
DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,255,SUV - SMALL_X_A4_medium,3785,122634000.0
DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,285,SUV - SMALL_X_A6_xlarge,3182,126007200.0
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,276,SUV - SMALL_X_A6_xlarge,3104,122918400.0
DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,E,259,SUV - SMALL_E_A6_xlarge,2387,94525200.0
FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,X,179,MINICOMPACT_X_M5_small,2385,95161500.0
FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,X,179,MINICOMPACT_X_M5_small,2197,87660300.0
FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,X,182,MINICOMPACT_X_A6_small,2596,103580400.0
FIAT,500 CABRIO,MINICOMPACT,1.4,4,M5,X,166,MINICOMPACT_X_M5_small,2392,95440800.0
FIAT,500 CABRIO TURBO,MINICOMPACT,1.4,4,M5,X,179,MINICOMPACT_X_M5_small,2160,86184000.0
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,X,182,MINICOMPACT_X_A6_small,2272,90652800.0
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,X,156,MINICOMPACT_X_M5_small,2580,102942000.0
FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,X,179,MINICOMPACT_X_M5_small,2225,88777500.0
FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,AM6,X,200,STATION WAGON - SMALL_X_AM6_small,3382,94357800.0
FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,M6,X,193,STATION WAGON - SMALL_X_M6_small,3701,103257900.0
FORD,C-MAX HYBRID,FULL-SIZE,2.0,4,AV,X,138,FULL-SIZE_X_AV_medium,3601,153402600.0
FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,X,373,VAN - CARGO_X_A4_xlarge,1080,49572000.0
FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,E,350,VAN - CARGO_E_A4_xlarge,954,43788600.0
FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,X,396,VAN - CARGO_X_A4_performance,1029,50935500.0
FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,E,360,VAN - CARGO_E_A4_performance,580,28710000.0
FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,X,386,VAN - PASSENGER_X_A4_xlarge,874,40116600.0
FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,E,368,VAN - PASSENGER_E_A4_xlarge,891,40896900.0
FORD,E350 WAGON,VAN - PASSENGER,6.8,10,A5,X,488,VAN - PASSENGER_X_A5_performance,173,9964800.0
FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,X,421,VAN - PASSENGER_X_A4_performance,973,48163500.0
FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,E,382,VAN - PASSENGER_E_A4_performance,1280,63360000.0
FORD,EDGE,SUV - SMALL,2.0,4,A6,X,225,SUV - SMALL_X_A6_medium,4203,128611800.0
FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,248,SUV - SMALL_X_AS6_large,3346,130995900.0
FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,X,264,SUV - SMALL_X_AS6_large,3234,126611100.0
FORD,EDGE AWD,SUV - SMALL,3.7,6,AS6,X,281,SUV - SMALL_X_AS6_xlarge,2790,111739500.0
FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,X,209,SUV - SMALL_X_AS6_medium,4214,121363200.0
FORD,ESCAPE,SUV - SMALL,2.0,4,AS6,X,221,SUV - SMALL_X_AS6_medium,3953,120961800.0
FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,X,216,SUV - SMALL_X_AS6_medium,4048,132976800.0
FORD,ESCAPE AWD,SUV - SMALL,1.6,4,AS6,X,214,SUV - SMALL_X_AS6_medium,3965,114192000.0
FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,X,230,SUV - SMALL_X_AS6_medium,4072,124603200.0
FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,X,368,SUV - STANDARD_X_A6_performance,1877,115435500.0
FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,E,346,SUV - STANDARD_E_A6_performance,1301,80011500.0
FORD,EXPLORER,SUV - STANDARD,2.0,4,A6,X,235,SUV - STANDARD_X_A6_medium,3319,141389400.0
FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,299,SUV - STANDARD_X_AS6_large,2582,132069300.0
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,274,SUV - STANDARD_X_AS6_large,2499,127823850.0
FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,254,SUV - STANDARD_E_AS6_large,2257,115445550.0
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,288,SUV - STANDARD_X_AS6_large,2496,127670400.0
FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,267,SUV - STANDARD_E_AS6_large,2146,109767900.0
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,A6,X,292,PICKUP TRUCK - STANDARD_X_A6_large,2088,81745200.0
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,294,PICKUP TRUCK - STANDARD_X_AS6_large,2273,88987950.0
FORD,F-150,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,366,PICKUP TRUCK - STANDARD_X_AS6_performance,1395,74074500.0
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,317,PICKUP TRUCK - STANDARD_X_A6_large,2468,96622200.0
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,308,PICKUP TRUCK - STANDARD_X_AS6_large,2408,94273200.0
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,402,PICKUP TRUCK - STANDARD_X_AS6_performance,1556,82623600.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,X,283,PICKUP TRUCK - STANDARD_X_A6_xlarge,2121,84946050.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,E,264,PICKUP TRUCK - STANDARD_E_A6_xlarge,2175,87108750.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,283,PICKUP TRUCK - STANDARD_X_AS6_xlarge,2358,94437900.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,264,PICKUP TRUCK - STANDARD_E_AS6_xlarge,2505,100325250.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,A6,X,336,PICKUP TRUCK - STANDARD_X_A6_xlarge,1470,70119000.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,A6,E,315,PICKUP TRUCK - STANDARD_E_A6_xlarge,1246,59434200.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,336,PICKUP TRUCK - STANDARD_X_AS6_xlarge,1522,72599400.0
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,315,PICKUP TRUCK - STANDARD_E_AS6_xlarge,925,44122500.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,X,308,PICKUP TRUCK - STANDARD_X_A6_xlarge,2005,80300250.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,E,288,PICKUP TRUCK - STANDARD_E_A6_xlarge,1632,65361600.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,308,PICKUP TRUCK - STANDARD_X_AS6_xlarge,2174,87068700.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,E,288,PICKUP TRUCK - STANDARD_E_AS6_xlarge,1907,76375350.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,A6,X,343,PICKUP TRUCK - STANDARD_X_A6_xlarge,2092,99788400.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,A6,E,320,PICKUP TRUCK - STANDARD_E_A6_xlarge,1665,79420500.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,X,340,PICKUP TRUCK - STANDARD_X_AS6_xlarge,1500,71550000.0
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,E,318,PICKUP TRUCK - STANDARD_E_AS6_xlarge,1214,57907800.0
FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,X,414,PICKUP TRUCK - STANDARD_X_AS6_performance,1056,56073600.0
FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,175,SUBCOMPACT_X_AS6_medium,3807,109641600.0
FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,175,SUBCOMPACT_X_M5_medium,4595,132336000.0
FORD,FIESTA SFE,SUBCOMPACT,1.0,4,M5,X,152,SUBCOMPACT_X_M5_small,4738,123661800.0
FORD,FIESTA SFE,SUBCOMPACT,1.6,4,AS6,X,161,SUBCOMPACT_X_AS6_medium,4137,119145600.0
FORD,FIESTA ST,COMPACT,1.6,4,M6,X,184,COMPACT_X_M6_medium,4213,121334400.0
FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,264,SUV - STANDARD_X_AS6_large,3014,154166100.0
FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,278,SUV - STANDARD_X_AS6_large,2540,129921000.0
FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,X,294,SUV - STANDARD_X_AS6_large,2757,141020550.0
FORD,FOCUS,COMPACT,2.0,4,M6,X,205,COMPACT_X_M6_medium,3955,121023000.0
FORD,FOCUS FFV,COMPACT,2.0,4,A6,X,177,COMPACT_X_A6_medium,4473,136873800.0
FORD,FOCUS FFV,COMPACT,2.0,4,A6,E,165,COMPACT_E_A6_medium,3791,116004600.0
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,X,179,COMPACT_X_AS6_medium,4615,141219000.0
FORD,FOCUS FFV,COMPACT,2.0,4,AS6,E,165,COMPACT_E_AS6_medium,3678,112546800.0
FORD,FOCUS FFV,COMPACT,2.0,4,M5,X,184,COMPACT_X_M5_medium,4711,144156600.0
FORD,FOCUS FFV,COMPACT,2.0,4,M5,E,170,COMPACT_E_M5_medium,3485,106641000.0
FORD,FOCUS SFE FFV,COMPACT,2.0,4,A6,X,166,COMPACT_X_A6_medium,4692,143575200.0
FORD,FOCUS SFE FFV,COMPACT,2.0,4,A6,E,162,COMPACT_E_A6_medium,3843,117595800.0
FORD,FUSION,MID-SIZE,1.5,4,AS6,X,196,MID-SIZE_X_AS6_small,4298,121848300.0
FORD,FUSION,MID-SIZE,1.6,4,M6,X,186,MID-SIZE_X_M6_medium,4415,127152000.0
FORD,FUSION,MID-SIZE,2.0,4,AS6,X,207,MID-SIZE_X_AS6_medium,3692,112975200.0
FORD,FUSION,MID-SIZE,2.5,4,AS6,X,205,MID-SIZE_X_AS6_medium,3508,115237800.0
FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,AS6,X,186,MID-SIZE_X_AS6_small,4576,129729600.0
FORD,FUSION AWD,MID-SIZE,2.0,4,AS6,X,216,MID-SIZE_X_AS6_medium,3977,121696200.0
FORD,FUSION HYBRID,MID-SIZE,2.0,4,AV,X,126,MID-SIZE_X_AV_medium,4499,137669400.0
FORD,MUSTANG,SUBCOMPACT,3.7,6,A6,X,235,SUBCOMPACT_X_A6_xlarge,3550,142177500.0
FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,244,SUBCOMPACT_X_M6_xlarge,3116,124795800.0
FORD,MUSTANG,SUBCOMPACT,5.0,8,A6,X,264,SUBCOMPACT_X_A6_xlarge,2895,138091500.0
FORD,MUSTANG,SUBCOMPACT,5.0,8,M6,X,292,SUBCOMPACT_X_M6_xlarge,2381,113573700.0
FORD,MUSTANG,SUBCOMPACT,5.8,8,M6,Z,304,SUBCOMPACT_Z_M6_performance,2459,134753200.0
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,3.7,6,A6,X,244,SUBCOMPACT_X_A6_xlarge,3526,141216300.0
FORD,TAURUS,FULL-SIZE,2.0,4,AS6,X,209,FULL-SIZE_X_AS6_medium,2994,127544400.0
FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,271,FULL-SIZE_X_AS6_large,2589,132427350.0
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,237,FULL-SIZE_X_AS6_large,2739,140099850.0
